archetype,size_class,strategy,lambda_intensity,demand_load,demand_cv,oee,distance_mult,resource_mult,renewable_share,zC,zD,zS,stage,company_id,config_id,design_seed,lhs_min_distance,archetype_name,ref_output,demand_fu_y,headcount_ref,ref_energy_kwh_fu,ref_material_kg_fu,ref_cost_eur_fu,ref_distance_km,ref_waste_kg_fu,fuel_share_ref,complexity_index,safety_reference,annual_growth_ref,nominal_capacity_fu_y,n_process_steps
RO-A2,medium,CIRCULAR,0.3307944973493905,1.076871233970748,0.1592792049576825,0.7567891146359526,1.0376188984229033,1.0168404288842412,0.5442961209739452,0.19224357679172685,0.7598216775814797,0.46912664325473996,LHS_TRAIN,RO-A2-C07,RO-A2-C07-CIRCULAR-L033,8132027,1.00353445586826,Electrical/electromechanical and cable-assembly manufacturer,170000.0,183068.10977502717,140.0,0.18,0.11,6.5,1100.0,0.014,0.02,0.55,0.28,0.02,221842.8738207013,6.0
RO-A2,small,BASE,0.0,1.0862541495550098,0.09172439664499338,0.8453537456167242,1.1724320526133667,0.8193020213520245,0.00971443423499043,0.7167038136415423,0.5553881047369873,0.8025109861487979,LHS_TRAIN,RO-A2-C08,RO-A2-C08-BASE-L000,8132027,1.00353445586826,Electrical/electromechanical and cable-assembly manufacturer,76500.0,83098.44244095824,31.049164725163976,0.18,0.11,7.0200000000000005,1100.0,0.014,0.02,0.55,0.28,0.02,104926.84596060275,6.0
RO-A2,medium,BASE,0.0,0.9112605640837393,0.21959022223827673,0.6811920642198284,1.2767171120366512,0.7649215303996263,0.3631412984814911,0.8740320769902913,0.39648844679926054,0.43643329428998207,LHS_TRAIN,RO-A2-C09,RO-A2-C09-BASE-L000,8132027,1.00353445586826,Electrical/electromechanical and cable-assembly manufacturer,170000.0,154914.2958942357,140.0,0.18,0.11,6.5,1100.0,0.014,0.02,0.55,0.28,0.02,211581.69842186448,6.0
RO-A2,small,INTEGRATED,0.7103519416654756,0.8025095862197625,0.28614454642012427,0.7165197384735171,1.236282194503576,0.9219983343976423,0.13230496734405306,0.29894663178648906,0.27401268511239885,0.7255083146903681,LHS_TRAIN,RO-A2-C10,RO-A2-C10-INTEGRATED-L071,8132027,1.00353445586826,Electrical/electromechanical and cable-assembly manufacturer,76500.0,61391.98334581184,31.049164725163976,0.18,0.11,7.0200000000000005,1100.0,0.014,0.02,0.55,0.28,0.02,97402.91925217329,6.0
RO-A3,medium,MAINT,0.6953749144966017,1.0391317665702458,0.24417237666901048,0.5623340976734402,1.0758877412376782,1.160333594227105,0.3960391612596812,0.38885607291337854,0.8258044076531881,0.4754937424240595,LHS_TRAIN,RO-A3-C01,RO-A3-C01-MAINT-L070,8132028,0.9262788599978287,Fabricated metal products and machining SME,60000.0,62347.90599421474,140.0,11.0,17.0,135.0,360.0,0.55,0.1,0.68,0.48,0.018,68502.52900495044,6.0
RO-A3,medium,BASE,0.0,1.1183188890665654,0.20954873737194524,0.7343213934989383,1.49983654939275,0.7601841215519292,0.7456409703607585,0.6181594136377585,0.35516651024788115,0.43580845008564806,LHS_TRAIN,RO-A3-C02,RO-A3-C02-BASE-L000,8132028,0.9262788599978287,Fabricated metal products and machining SME,60000.0,67099.13334399392,140.0,11.0,17.0,135.0,360.0,0.55,0.1,0.68,0.48,0.018,77242.78047921343,6.0
RO-A3,medium,BASE,0.0,0.975680799112565,0.10484456266124029,0.6682213866599914,0.7777621245413469,1.0922867124987914,0.13789686061287804,0.5669597969660469,0.41278680873038837,0.8907125712679779,LHS_TRAIN,RO-A3-C03,RO-A3-C03-BASE-L000,8132028,0.9262788599978287,Fabricated metal products and machining SME,60000.0,58540.8479467539,140.0,11.0,17.0,135.0,360.0,0.55,0.1,0.68,0.48,0.018,74032.64810916872,6.0
RO-A3,large,INTEGRATED,0.8901423834624507,1.1344449266607712,0.18758006760004675,0.8604428848684154,0.9745933732719806,0.9941274530749985,0.23268915950873828,0.18489868896778916,0.7529238283422972,0.5172849161800158,LHS_TRAIN,RO-A3-C04,RO-A3-C04-INTEGRATED-L089,8132028,0.9262788599978287,Fabricated metal products and machining SME,132000.0,149746.7303192218,697.8387661982083,11.0,17.0,125.55000000000001,360.0,0.55,0.1,0.68,0.48,0.018,182497.4158919132,6.0
RO-A3,small,MAINT,0.3960158258923008,0.908048165745403,0.06328726855007334,0.7205095126310711,1.0003233208048465,1.048908020425619,0.45691725439044223,0.7382286600028557,0.689559315001877,0.5983286007142986,LHS_TRAIN,RO-A3-C05,RO-A3-C05-MAINT-L040,8132028,0.9262788599978287,Fabricated metal products and machining SME,27000.0,24517.30047512588,31.049164725163976,11.0,17.0,145.8,360.0,0.55,0.1,0.68,0.48,0.018,34463.50980321065,6.0
RO-A3,small,DIGITAL,0.572864537289441,0.9278330447145545,0.14540077225132803,0.6056004691697038,1.2953560679382699,1.2130254354925845,0.565896877889402,0.16347183432585072,0.6348255877649388,0.8237314944239702,LHS_TRAIN,RO-A3-C06,RO-A3-C06-DIGITAL-L057,8132028,0.9262788599978287,Fabricated metal products and machining SME,27000.0,25051.492207292973,31.049164725163976,11.0,17.0,145.8,360.0,0.55,0.1,0.68,0.48,0.018,31871.7141868218,6.0
RO-A3,small,CIRCULAR,0.43706872658777746,0.8014370123442026,0.26276975243259126,0.6263916747890218,1.3587998142502973,0.8080268622301378,0.184351202730749,0.8501253744408386,0.2525507918828836,0.6658433275853044,LHS_TRAIN,RO-A3-C07,RO-A3-C07-CIRCULAR-L044,8132028,0.9262788599978287,Fabricated metal products and machining SME,27000.0,21638.79933329347,31.049164725163976,11.0,17.0,145.8,360.0,0.55,0.1,0.68,0.48,0.018,32359.5385940444,6.0
RO-A3,large,SOCIAL,0.9428109470272632,0.8461990800198552,0.08098236442475004,0.8806517165807011,0.8494376802616743,1.1345731564992318,0.6435933873192439,0.2698402569459784,0.548428487402068,0.6859283647947576,LHS_TRAIN,RO-A3-C08,RO-A3-C08-SOCIAL-L094,8132028,0.9262788599978287,Fabricated metal products and machining SME,132000.0,111698.2785626209,697.8387661982083,11.0,17.0,125.55000000000001,360.0,0.55,0.1,0.68,0.48,0.018,184413.91237797064,6.0
RO-A3,small,ENERGY,0.8340900204326583,1.1741928083466264,0.2892238387369429,0.7730960644706268,1.242240596047591,0.9292974874205397,0.3517016328072461,0.48513676887392376,0.893600388189575,0.9085274854648948,LHS_TRAIN,RO-A3-C09,RO-A3-C09-ENERGY-L083,8132028,0.9262788599978287,Fabricated metal products and machining SME,27000.0,31703.205825358913,31.049164725163976,11.0,17.0,145.8,360.0,0.55,0.1,0.68,0.48,0.018,35573.50756593337,6.0
RO-A3,large,ENERGY,0.2903262282612778,1.0581260799746062,0.1731830627639265,0.8106246872852263,1.1909727469867417,0.8853180334452753,0.060696281798564296,0.8047256878819112,0.48509327855359596,0.73844894728998,LHS_TRAIN,RO-A3-C10,RO-A3-C10-ENERGY-L029,8132028,0.9262788599978287,Fabricated metal products and machining SME,132000.0,139672.642556648,697.8387661982083,11.0,17.0,125.55000000000001,360.0,0.55,0.1,0.68,0.48,0.018,177664.52517811264,6.0
RO-A4,large,MAINT,0.4315447231784325,1.1539230760949173,0.14510863886624875,0.7712795922608148,1.212414789011273,1.0193041347096978,0.4700639230763059,0.7286817858868939,0.8881806367416161,0.5807979146497021,LHS_TRAIN,RO-A4-C01,RO-A4-C01-MAINT-L043,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,33000.0,38079.46151113227,697.8387661982083,24.0,52.0,576.6,620.0,1.2,0.08,0.82,0.45,0.018,43432.73065298651,6.0
RO-A4,small,BASE,0.0,1.0675963868694356,0.18688059376966254,0.8432000684626126,0.9188563935528796,0.8249352485455824,0.1431802988669794,0.22384462022866858,0.27343813969735803,0.9110577953329771,LHS_TRAIN,RO-A4-C02,RO-A4-C02-BASE-L000,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,6750.0,7206.27561136869,31.049164725163976,24.0,52.0,669.6,620.0,1.2,0.08,0.82,0.45,0.018,9247.629557904373,6.0
RO-A4,large,SOCIAL,0.3041087993644651,0.879362555220951,0.29109530029420483,0.8074312858782883,1.0366852023994109,1.1471263429760163,0.6318888940665017,0.8343663431781687,0.7194136501959851,0.5607673384866679,LHS_TRAIN,RO-A4-C03,RO-A4-C03-SOCIAL-L030,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,33000.0,29018.964322291384,697.8387661982083,24.0,52.0,576.6,620.0,1.2,0.08,0.82,0.45,0.018,44337.30735746029,6.0
RO-A4,medium,ENERGY,0.9377018231291527,0.9203215822980289,0.22746255089006373,0.553731690872751,0.8420877188085338,1.059522383940314,0.016523786071374356,0.7840897455823285,0.7913655201637182,0.6951330052850456,LHS_TRAIN,RO-A4-C04,RO-A4-C04-ENERGY-L094,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,15000.0,13804.823734470432,140.0,24.0,52.0,620.0,620.0,1.2,0.08,0.82,0.45,0.018,17007.24024182329,6.0
RO-A4,small,ENERGY,0.7927777970998361,0.8217264167698519,0.06820569533029067,0.7360140120995059,1.1157979929169382,1.2114149840146409,0.568000130947204,0.5783044531388607,0.38461880008760263,0.8623908617393918,LHS_TRAIN,RO-A4-C05,RO-A4-C05-ENERGY-L079,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,6750.0,5546.653313196501,31.049164725163976,24.0,52.0,669.6,620.0,1.2,0.08,0.82,0.45,0.018,8698.820647022214,6.0
RO-A4,large,CIRCULAR,0.5168950136062247,0.9760052863386097,0.2733954976955116,0.5912108967970993,1.3725652777421695,0.8942290554549528,0.19913154417792456,0.6336143412168742,0.8471580010694159,0.8052721521311947,LHS_TRAIN,RO-A4-C06,RO-A4-C06-CIRCULAR-L052,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,33000.0,32208.17444917412,697.8387661982083,24.0,52.0,576.6,620.0,1.2,0.08,0.82,0.45,0.018,38535.047628868706,6.0
RO-A4,medium,DIGITAL,0.9188056079408085,1.0343634171254927,0.1671459065334459,0.625769308418537,1.1772363392175254,0.7875458767779788,0.26858810553894585,0.4672687373521618,0.4537053104538372,0.4682727410862523,LHS_TRAIN,RO-A4-C07,RO-A4-C07-DIGITAL-L092,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,15000.0,15515.45125688239,140.0,24.0,52.0,620.0,620.0,1.2,0.08,0.82,0.45,0.018,17969.481346179367,6.0
RO-A4,small,BASE,0.0,0.9017582503967108,0.2185321834956543,0.8685325377056575,1.3393580919495987,1.1873955723210148,0.7050031841319491,0.2850443229932629,0.6033633756519872,0.6680634522850748,LHS_TRAIN,RO-A4-C08,RO-A4-C08-BASE-L000,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,6750.0,6086.868190177797,31.049164725163976,24.0,52.0,669.6,620.0,1.2,0.08,0.82,0.45,0.018,9371.635339213659,6.0
RO-A4,small,INTEGRATED,0.3498523445590638,1.1829188651065121,0.08934359993365715,0.6913995312038731,1.4672792520339148,0.9077773016905095,0.35638062674912807,0.13923078051833462,0.5468665068679699,0.40920188276338687,LHS_TRAIN,RO-A4-C09,RO-A4-C09-INTEGRATED-L035,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,6750.0,7984.702339468957,31.049164725163976,24.0,52.0,669.6,620.0,1.2,0.08,0.82,0.45,0.018,8457.455587334745,6.0
RO-A4,medium,MAINT,0.5894856595260162,1.1107089437278388,0.11870218505559278,0.6842304558540623,0.7535209246040431,0.9948089794209556,0.39593091916220857,0.39322021358832415,0.4935744495945552,0.7384016345646985,LHS_TRAIN,RO-A4-C10,RO-A4-C10-MAINT-L059,8132029,0.9026665056846984,Industrial machinery and equipment manufacturer,15000.0,16660.63415591758,140.0,24.0,52.0,620.0,620.0,1.2,0.08,0.82,0.45,0.018,18706.399553664665,6.0
RO-A5,medium,DIGITAL,0.8986606279243334,1.0204804590534688,0.276102493943846,0.6559746581863684,0.9632795234391468,0.9155828817136111,0.004300179203895707,0.4118097607788117,0.2798485174404864,0.7160854531818286,LHS_TRAIN,RO-A5-C01,RO-A5-C01-DIGITAL-L090,8132030,1.013097014532643,Food-processing company,520000.0,530649.8387078037,140.0,0.9,1.15,2.7,250.0,0.035,0.16,0.58,0.35,0.025,636297.7509422232,6.0
RO-A5,small,MAINT,0.9781782919802424,1.057574627261148,0.19703510779670236,0.6964652619356516,1.2571173345925037,1.1160965972001073,0.08238057744519658,0.6266747049973981,0.8030982000828584,0.8715915419428439,LHS_TRAIN,RO-A5-C02,RO-A5-C02-MAINT-L098,8132030,1.013097014532643,Food-processing company,234000.0,247472.4627791086,31.049164725163976,0.9,1.15,2.9160000000000004,250.0,0.035,0.16,0.58,0.35,0.025,294156.52133408544,6.0
RO-A5,large,BASE,0.0,1.1220398250258548,0.207651235344065,0.8539454795697398,0.7659348602691897,1.0676310004874323,0.7248554201658963,0.16826486285137116,0.7195828739837795,0.7799984781949489,LHS_TRAIN,RO-A5-C03,RO-A5-C03-BASE-L000,8132030,1.013097014532643,Food-processing company,1144000.0,1283613.5598295778,697.8387661982083,0.9,1.15,2.511,250.0,0.035,0.16,0.58,0.35,0.025,1576258.5521746401,6.0
RO-A5,medium,ENERGY,0.37583285388414067,1.1845904915580774,0.1222376076484221,0.7472560067984726,1.162549057562253,1.0368046611299895,0.15411260239484043,0.7611118868661196,0.3629009387678373,0.5676092903353547,LHS_TRAIN,RO-A5-C04,RO-A5-C04-ENERGY-L038,8132030,1.013097014532643,Food-processing company,520000.0,615987.0556102003,140.0,0.9,1.15,2.7,250.0,0.035,0.16,0.58,0.35,0.025,674718.23404153,6.0
RO-A5,medium,MAINT,0.5328303405909303,0.8479164008882812,0.2601688261432602,0.5571861202149195,1.3388253145919093,1.241116969219102,0.29176468917680265,0.20988427171897187,0.5176903683911349,0.5136424099708601,LHS_TRAIN,RO-A5-C05,RO-A5-C05-MAINT-L053,8132030,1.013097014532643,Food-processing company,520000.0,440916.52846190624,140.0,0.9,1.15,2.7,250.0,0.035,0.16,0.58,0.35,0.025,591236.6404363479,6.0
RO-A5,small,BASE,0.0,0.9708066161735249,0.07830381602001876,0.8847505190790896,1.0280504384961107,0.7835538989041821,0.4693796598405244,0.33436317516236924,0.904079660967221,0.6664076642959981,LHS_TRAIN,RO-A5-C06,RO-A5-C06-BASE-L000,8132030,1.013097014532643,Food-processing company,234000.0,227168.74818460483,31.049164725163976,0.9,1.15,2.9160000000000004,250.0,0.035,0.16,0.58,0.35,0.025,327599.3986220345,6.0
RO-A5,large,CIRCULAR,0.7688383454628863,1.1074227416778166,0.14454408727754367,0.6123389157017887,0.8509424336403523,0.9619354177464206,0.4159778216907427,0.49707434140662576,0.5844524209107823,0.45972098978216913,LHS_TRAIN,RO-A5-C07,RO-A5-C07-CIRCULAR-L077,8132030,1.013097014532643,Food-processing company,1144000.0,1266891.6164794222,697.8387661982083,0.9,1.15,2.511,250.0,0.035,0.16,0.58,0.35,0.025,1357157.4295819364,6.0
RO-A5,small,ENERGY,0.5770904634156989,0.8299815098288152,0.2361214127729669,0.8192628479722996,1.3606898654897055,0.8665619837619083,0.33083248829718126,0.8512256450481468,0.8599511074424523,0.4012485747818331,LHS_TRAIN,RO-A5-C08,RO-A5-C08-ENERGY-L058,8132030,1.013097014532643,Food-processing company,234000.0,194215.67329994278,31.049164725163976,0.9,1.15,2.9160000000000004,250.0,0.035,0.16,0.58,0.35,0.025,316456.6246050713,6.0
RO-A5,small,INTEGRATED,0.3046143243641016,0.9373855047943312,0.0571706551087801,0.6521551595637425,1.458264664025256,0.8216550592809528,0.5616261105901998,0.5118536899564096,0.4161210389898018,0.9297698958219468,LHS_TRAIN,RO-A5-C09,RO-A5-C09-INTEGRATED-L030,8132030,1.013097014532643,Food-processing company,234000.0,219348.20812187353,31.049164725163976,0.9,1.15,2.9160000000000004,250.0,0.035,0.16,0.58,0.35,0.025,285582.5352149317,6.0
RO-A5,large,SOCIAL,0.811569269410785,0.8972369796286696,0.16321919342519992,0.7852753672759749,1.050930748325867,1.1578050580910162,0.6530390636066932,0.698388979079626,0.6428466324497418,0.8119937733086269,LHS_TRAIN,RO-A5-C10,RO-A5-C10-SOCIAL-L081,8132030,1.013097014532643,Food-processing company,1144000.0,1026439.104695198,697.8387661982083,0.9,1.15,2.511,250.0,0.035,0.16,0.58,0.35,0.025,1517902.1625967652,6.0
RO-A6,small,CIRCULAR,0.8619035283428607,1.1897304754763263,0.13156805094676904,0.8220166536697819,1.0845510489009342,0.794760304327121,0.18722004482469007,0.4361499159055954,0.8409252751542332,0.8533118838099658,LHS_TRAIN,RO-A6-C01,RO-A6-C01-CIRCULAR-L086,8132031,1.03345394045562,Wood-products and furniture manufacturer,29250.0,34799.616407682544,31.049164725163976,8.5,21.0,127.44000000000001,500.0,2.5,0.1,0.63,0.5,0.017,39616.856686171435,6.0
RO-A6,small,INTEGRATED,0.5547529806253225,1.119267376288766,0.2230632000453986,0.6589787602652413,1.2635343628681872,1.0059328874545552,0.6367524484313802,0.5350379566865984,0.46474795984954925,0.8338254758751396,LHS_TRAIN,RO-A6-C02,RO-A6-C02-INTEGRATED-L055,8132031,1.03345394045562,Wood-products and furniture manufacturer,29250.0,32738.570756446403,31.049164725163976,8.5,21.0,127.44000000000001,500.0,2.5,0.1,0.63,0.5,0.017,35865.4161808172,6.0
RO-A6,large,DIGITAL,0.7251979216278959,0.8719463108237557,0.26705625849068626,0.8620540836674896,1.4228988960084734,1.0818837533317882,0.5726403492235101,0.2789288852510291,0.6817590491348642,0.6683463301931127,LHS_TRAIN,RO-A6-C03,RO-A6-C03-DIGITAL-L073,8132031,1.03345394045562,Wood-products and furniture manufacturer,143000.0,124688.32244779707,697.8387661982083,8.5,21.0,109.74000000000001,500.0,2.5,0.1,0.63,0.5,0.017,197872.04182089347,6.0
RO-A6,medium,SOCIAL,0.5471342860267278,1.0791403328601623,0.23211694480877876,0.6045854467818847,1.4613091840028303,0.9663921740291178,0.025809781407884702,0.8842283541554143,0.645244195912727,0.5328942684457459,LHS_TRAIN,RO-A6-C04,RO-A6-C04-SOCIAL-L055,8132031,1.03345394045562,Wood-products and furniture manufacturer,65000.0,70144.12163591055,140.0,8.5,21.0,118.0,500.0,2.5,0.1,0.63,0.5,0.017,76670.30366191511,6.0
RO-A6,small,ENERGY,0.30197952086395763,1.0273630152661473,0.28945300281406683,0.7698744594539169,0.9251707287087201,1.116265962912185,0.37877573811076837,0.7921350806203296,0.7431641794218243,0.483854223982492,LHS_TRAIN,RO-A6-C05,RO-A6-C05-ENERGY-L030,8132031,1.03345394045562,Wood-products and furniture manufacturer,29250.0,30050.368196534808,31.049164725163976,8.5,21.0,127.44000000000001,500.0,2.5,0.1,0.63,0.5,0.017,38465.61651665929,6.0
RO-A6,small,BASE,0.0,0.8938426653007129,0.07480555458659863,0.6433081200061515,1.0172346746184453,1.202235853569316,0.32590454740172425,0.6404954225420025,0.5811460979842471,0.9087403430538918,LHS_TRAIN,RO-A6-C06,RO-A6-C06-BASE-L000,8132031,1.03345394045562,Wood-products and furniture manufacturer,29250.0,26144.89796004585,31.049164725163976,8.5,21.0,127.44000000000001,500.0,2.5,0.1,0.63,0.5,0.017,35479.07610667503,6.0
RO-A6,large,ENERGY,0.33446051328774956,0.9450881580552735,0.15084487594973578,0.5843524552363246,1.2767830868475492,0.8692582127289318,0.25705226659477287,0.34725057623124234,0.4426554483295365,0.42477202013609283,LHS_TRAIN,RO-A6-C07,RO-A6-C07-ENERGY-L033,8132031,1.03345394045562,Wood-products and furniture manufacturer,143000.0,135147.60660190412,697.8387661982083,8.5,21.0,109.74000000000001,500.0,2.5,0.1,0.63,0.5,0.017,166110.69567257026,6.0
RO-A6,medium,MAINT,0.8097802584765101,1.1500788324918099,0.11715778221726923,0.7108259574149276,0.8435324050949128,1.1827271052939519,0.1234391465423444,0.7377404688459674,0.28884707162420753,0.6012909417997071,LHS_TRAIN,RO-A6-C08,RO-A6-C08-MAINT-L081,8132031,1.03345394045562,Wood-products and furniture manufacturer,65000.0,74755.12411196764,140.0,8.5,21.0,118.0,500.0,2.5,0.1,0.63,0.5,0.017,82464.05731786051,6.0
RO-A6,large,BASE,0.0,0.9841664999317253,0.09336100884089728,0.7309595129383831,1.1727414672113392,0.8138273963034404,0.685058654978788,0.20117345192871114,0.3824113580946893,0.6989364638702121,LHS_TRAIN,RO-A6-C09,RO-A6-C09-BASE-L000,8132031,1.03345394045562,Wood-products and furniture manufacturer,143000.0,140735.80949023672,697.8387661982083,8.5,21.0,109.74000000000001,500.0,2.5,0.1,0.63,0.5,0.017,183715.54238418926,6.0
RO-A6,medium,MAINT,0.42999057665327717,0.8141060301680955,0.19397272971842372,0.890980945302069,0.8118837838983622,0.9454287509360144,0.47072082221278677,0.10830095449280681,0.9485831297850121,0.7397628698591596,LHS_TRAIN,RO-A6-C10,RO-A6-C10-MAINT-L043,8132031,1.03345394045562,Wood-products and furniture manufacturer,65000.0,52916.89196092621,140.0,8.5,21.0,118.0,500.0,2.5,0.1,0.63,0.5,0.017,91287.64650473118,6.0
RO-A7,medium,ENERGY,0.432319087510144,0.9567217446587489,0.1821377835926234,0.6882962281290285,1.0409162023582865,1.2115914902857836,0.36562652222198533,0.6543465274156061,0.5623319222049825,0.46482910187922255,LHS_TRAIN,RO-A7-C01,RO-A7-C01-ENERGY-L043,8132032,1.0210961539770602,Rubber and plastics processor,160000.0,153075.47914539982,140.0,4.8,2.7,19.0,410.0,0.12,0.06,0.6,0.4,0.021,200067.6056570212,6.0
RO-A7,medium,BASE,0.0,1.1789366346859182,0.2839242386408162,0.5977709726153567,1.4524870223697453,0.9098222504409472,0.19561045857607337,0.5675466029313206,0.6851651733327955,0.44646751892088515,LHS_TRAIN,RO-A7-C02,RO-A7-C02-BASE-L000,8132032,1.0210961539770602,Rubber and plastics processor,160000.0,188629.8615497469,140.0,4.8,2.7,19.0,410.0,0.12,0.06,0.6,0.4,0.021,196175.0560117368,6.0
RO-A7,large,MAINT,0.7411857519726974,1.0965781296330537,0.26157202372379496,0.8545027757130905,1.183677706328759,0.8936441635577714,0.24160017644654966,0.2331257576012824,0.5213070163574745,0.6294519706563005,LHS_TRAIN,RO-A7-C03,RO-A7-C03-MAINT-L074,8132032,1.0210961539770602,Rubber and plastics processor,352000.0,385995.5016308349,697.8387661982083,4.8,2.7,17.67,410.0,0.12,0.06,0.6,0.4,0.021,485145.03950140014,6.0
RO-A7,large,ENERGY,0.663715345150091,0.8690208819870999,0.2052156801736129,0.5521161624518987,1.2210996321199072,0.7632677686534081,0.46707492984423066,0.4667133822502686,0.3006439357401467,0.8947971078426126,LHS_TRAIN,RO-A7-C04,RO-A7-C04-ENERGY-L066,8132032,1.0210961539770602,Rubber and plastics processor,352000.0,305895.3504594592,697.8387661982083,4.8,2.7,17.67,410.0,0.12,0.06,0.6,0.4,0.021,398578.83872007235,6.0
RO-A7,medium,BASE,0.0,0.8346124714419598,0.0567295199819973,0.8099274115040809,0.8145208928130644,1.129138915621816,0.13558799162353813,0.11450147248366155,0.3630231567067842,0.6005729309304515,LHS_TRAIN,RO-A7-C05,RO-A7-C05-BASE-L000,8132032,1.0210961539770602,Rubber and plastics processor,160000.0,133537.99543071358,140.0,4.8,2.7,19.0,410.0,0.12,0.06,0.6,0.4,0.021,215267.5625062229,6.0
RO-A7,small,CIRCULAR,0.9866094203364593,1.1252038708381713,0.23027204534322265,0.759302723919044,1.0550012745370005,1.1605126410005635,0.4469918899590201,0.7138982760046655,0.9161546258144594,0.7631382332073919,LHS_TRAIN,RO-A7-C06,RO-A7-C06-CIRCULAR-L099,8132032,1.0210961539770602,Rubber and plastics processor,72000.0,81014.67870034833,31.049164725163976,4.8,2.7,20.520000000000003,410.0,0.12,0.06,0.6,0.4,0.021,94097.28528249038,6.0
RO-A7,large,DIGITAL,0.31473291425631045,1.0653880130089337,0.10275643624133353,0.8882939983746014,0.8768771311816974,1.0413898448352406,0.7193144232334832,0.8135560452448362,0.7757141935130972,0.789081004144208,LHS_TRAIN,RO-A7-C07,RO-A7-C07-DIGITAL-L031,8132032,1.0210961539770602,Rubber and plastics processor,352000.0,375016.58057914465,697.8387661982083,4.8,2.7,17.67,410.0,0.12,0.06,0.6,0.4,0.021,493686.27974032774,6.0
RO-A7,small,SOCIAL,0.610267929411918,1.0049580050896343,0.16597392723075613,0.7196034454961988,1.360539460514525,1.0713547846339018,0.04067866947078082,0.372774385261434,0.8767671028011992,0.906585118093405,LHS_TRAIN,RO-A7-C08,RO-A7-C08-SOCIAL-L061,8132032,1.0210961539770602,Rubber and plastics processor,72000.0,72356.97636645367,31.049164725163976,4.8,2.7,20.520000000000003,410.0,0.12,0.06,0.6,0.4,0.021,91850.66785876769,6.0
RO-A7,small,INTEGRATED,0.3539799432439235,0.8825406309614419,0.09254627322014328,0.6217851292780592,0.9472946895559774,0.8260091813769883,0.6709061087997816,0.3322953968539849,0.6505557997586804,0.6986255484986545,LHS_TRAIN,RO-A7-C09,RO-A7-C09-INTEGRATED-L035,8132032,1.0210961539770602,Rubber and plastics processor,72000.0,63542.92542922381,31.049164725163976,4.8,2.7,20.520000000000003,410.0,0.12,0.06,0.6,0.4,0.021,86005.9529360073,6.0
RO-A7,small,MAINT,0.8908519426130594,0.9892269627073734,0.1359876264717978,0.7803286880084372,1.3232166282211215,0.9636761860076879,0.540148114080186,0.8468060806408144,0.41475977131431635,0.5569820256620261,LHS_TRAIN,RO-A7-C10,RO-A7-C10-MAINT-L089,8132032,1.0210961539770602,Rubber and plastics processor,72000.0,71224.34131493089,31.049164725163976,4.8,2.7,20.520000000000003,410.0,0.12,0.06,0.6,0.4,0.021,95261.02962348632,6.0
RO-A8,medium,MAINT,0.4339979279524713,0.8868313039235938,0.2121471968445955,0.8278895619474327,0.8505601214514265,1.1219879693802834,0.6418294183307622,0.17976514678699496,0.6528324319516879,0.8180381245565739,LHS_TRAIN,RO-A8-C01,RO-A8-C01-MAINT-L043,8132033,1.0548747656929751,Non-metallic mineral/construction-material producer,300000.0,266049.3911770781,140.0,34.0,1050.0,23.0,180.0,18.0,0.28,0.66,0.58,0.015,407630.5309312299,6.0
RO-A8,small,BASE,0.0,0.9310979444021663,0.14058787509165785,0.7851467296079716,1.3405946843217582,1.1585911059731204,0.1962066971731282,0.8361693565953416,0.49485352401213256,0.946028412202999,LHS_TRAIN,RO-A8-C02,RO-A8-C02-BASE-L000,8132033,1.0548747656929751,Non-metallic mineral/construction-material producer,135000.0,125698.22249429245,31.049164725163976,34.0,1050.0,24.840000000000003,180.0,18.0,0.28,0.66,0.58,0.015,179109.86514891178,6.0
RO-A8,medium,SOCIAL,0.7932810547710456,0.833618671980561,0.19005473640069848,0.587668895482886,1.0452998376587819,1.2378152569594596,0.014105484559075593,0.361930167534123,0.5918042216987284,0.4652250020283077,LHS_TRAIN,RO-A8-C03,RO-A8-C03-SOCIAL-L079,8132033,1.0548747656929751,Non-metallic mineral/construction-material producer,300000.0,250085.6015941683,140.0,34.0,1050.0,23.0,180.0,18.0,0.28,0.66,0.58,0.015,349372.597308567,6.0
RO-A8,medium,INTEGRATED,0.6681623035914117,1.1448192902744858,0.2913003410987252,0.7570970188014632,1.160766089558816,0.7862040518913256,0.30256636492860467,0.5366501193631608,0.7604130786433327,0.4057226364520569,LHS_TRAIN,RO-A8-C04,RO-A8-C04-INTEGRATED-L067,8132033,1.0548747656929751,Non-metallic mineral/construction-material producer,300000.0,343445.78708234575,140.0,34.0,1050.0,23.0,180.0,18.0,0.28,0.66,0.58,0.015,391559.0919189314,6.0
